"Cmpd","rt","inferred.mass","inferred.formula","C","H","N","O","P","S","C:N:P","H/C","O/C","N/C","CHO_index","NOSC","DBE","DBE-O","Annotation","Kingdon","Superclass","class","subclass","parent","pubchem.url"
"C95",224.465833333333,394.1258,"C15H18N6O7",15,18,6,7,0,0,"15:6:0",1.2,0.466666666666667,0.4,-0.266666666666667,0.933333333333333,10,3,"cyclic N(6)-threonylcarbamoyladenosine_1","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/66577129"
"C96",231.093166666667,316.115,"C13H20N2O5S",13,20,2,5,0,1,"13:2:0",1.53846153846154,0.384615384615385,0.153846153846154,-0.769230769230769,-0.153846153846154,5,0,"N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID_1","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides","https://pubchem.ncbi.nlm.nih.gov/compound/448002"
"C97",234.800666666667,400.1355,"C18H20N6O3S",18,20,6,3,0,1,"18:6:0",1.11111111111111,0.166666666666667,0.333333333333333,-0.777777777777778,0.333333333333333,12,9,"2-[[3-(4-methoxyphenyl)-7-triazolo[4,5-d]pyrimidinyl]thio]-N-(2-oxolanylmethyl)acetamide_2",NA,NA,NA,NA,NA,NA
"C98",240.293,262.1199,"C10H18N2O6",10,18,2,6,0,0,"10:2:0",1.8,0.6,0.2,-0.6,0,3,-3,"Nopalinic acid_1",NA,NA,NA,NA,NA,NA
"C99",242.111666666667,326.0992,"C15H18O8",15,18,0,8,0,0,"15:0:0",1.2,0.533333333333333,0,-0.133333333333333,-0.133333333333334,7,-1,"trans-p-Coumaric acid 4-glucoside",NA,NA,NA,NA,NA,NA
"C100",242.575833333333,174.1035,"C12H14O",12,14,0,1,0,0,"12:0:0",1.16666666666667,0.0833333333333333,0,-1,-1,6,5,"2,4,6,8,10-dodecapentaenal","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Medium-chain aldehydes","https://pubchem.ncbi.nlm.nih.gov/compound/5283362"
"C101",202.9245,300.1198,"C12H20N4O3S",12,20,4,3,0,1,"12:4:0",1.66666666666667,0.25,0.333333333333333,-1.16666666666667,0,5,2,"desmethylranitidine_2","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","https://pubchem.ncbi.nlm.nih.gov/compound/163116"
"C102",203.836666666667,280.1305,"C15H20O5",15,20,0,5,0,0,"15:0:0",1.33333333333333,0.333333333333333,0,-0.666666666666667,-0.666666666666667,6,1,"13-Hydroxyabscisic acid_1",NA,NA,NA,NA,NA,NA
"C103",187.843666666667,300.12,"C12H20N4O3S",12,20,4,3,0,1,"12:4:0",1.66666666666667,0.25,0.333333333333333,-1.16666666666667,0,5,2,"desmethylranitidine_3","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","https://pubchem.ncbi.nlm.nih.gov/compound/163116"
"C104",282.763833333333,384.1411,"C13H24N2O11",13,24,2,11,0,0,"13:2:0",1.84615384615385,0.846153846153846,0.153846153846154,-0.153846153846154,0.307692307692307,3,-8,"Macrozamin_1",NA,NA,NA,NA,NA,NA
"C105",276.718166666667,424.1353,"C18H24N4O6S",18,24,4,6,0,1,"18:4:0",1.33333333333333,0.333333333333333,0.222222222222222,-0.666666666666667,0.111111111111111,9,3,"4-[bis(2-methoxyethyl)sulfamoyl]-N-(5-cyclopropyl-1,3,4-oxadiazol-2-yl)benzamide_1","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides","https://pubchem.ncbi.nlm.nih.gov/compound/2155612"
"C106",275.072,442.1465,"C20H22N6O4S",20,22,6,4,0,1,"20:6:0",1.1,0.2,0.3,-0.7,0.3,13,9,"N-(3-methoxyphenyl)-1-[4-(1-tetrazolyl)phenyl]sulfonyl-3-piperidinecarboxamide_1",NA,NA,NA,NA,NA,NA
"C107",271.429333333333,340.1508,"C12H24N2O9",12,24,2,9,0,0,"12:2:0",2,0.75,0.166666666666667,-0.5,0,2,-7,"3,3'-Neotrehalosadiamine;BMY 28251_1",NA,NA,NA,NA,NA,NA
"C108",262.259,406.1618,"C19H26N4O4S",19,26,4,4,0,1,"19:4:0",1.36842105263158,0.210526315789474,0.210526315789474,-0.947368421052632,-0.210526315789473,9,5,"4-[(2,6-dimethyl-4-morpholinyl)sulfonyl]-N-[3-(1-imidazolyl)propyl]benzamide_1",NA,NA,NA,NA,NA,NA
"C109",255.343166666667,114.031,"C5H6O3",5,6,0,3,0,0,"5:0:0",1.2,0.6,0,0,0,3,0,"Norfuraneol_2","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Furanones","https://pubchem.ncbi.nlm.nih.gov/compound/4564493"
"C110",253.534666666667,286.1087,"C11H18N4O3S",11,18,4,3,0,1,"11:4:0",1.63636363636364,0.272727272727273,0.363636363636364,-1.09090909090909,0.181818181818182,5,2,"Histidinyl-Methionine_2",NA,NA,NA,NA,NA,NA
"C111",251.775333333333,366.1297,"C13H22N2O10",13,22,2,10,0,0,"13:2:0",1.69230769230769,0.769230769230769,0.153846153846154,-0.153846153846154,0.307692307692307,4,-6,"(+)-Trehazolin;A 70615;Trehalostatin;Trehazolin;Trehazoline_1",NA,NA,NA,NA,NA,NA
"C112",250.1855,336.1206,"C12H20N2O9",12,20,2,9,0,0,"12:2:0",1.66666666666667,0.75,0.166666666666667,-0.166666666666667,0.333333333333333,4,-5,"3-Hydroxymugineic acid_1",NA,NA,NA,NA,NA,NA
"C113",331.108,248.1408,"C15H20O3",15,20,0,3,0,0,"15:0:0",1.33333333333333,0.2,0,-0.933333333333333,-0.933333333333334,6,3,"Desacetyllaurenobiolide",NA,NA,NA,NA,NA,NA
"C114",322.863833333333,288.1351,"C14H24O4S",14,24,0,4,0,1,"14:0:0",1.71428571428571,0.285714285714286,0,-1.14285714285714,-1,3,-1,"(1R,2S,5R)-2-Isopropyl-5-methylcyclohexyl (2R,5R)-5-hydroxy-1,3-oxathiolane-2-carboxylate_1",NA,NA,NA,NA,NA,NA
"C115",315.866,408.1409,"C16H20N6O7",16,20,6,7,0,0,"16:6:0",1.25,0.4375,0.375,-0.375,0.75,10,3,"Wybutoxine_1",NA,NA,NA,NA,NA,NA
"C116",318.403,66.0456,"0",0,0,0,0,0,0,"0:0:0",NA,NA,NA,NA,NA,1,1,"M = 66.0456",NA,NA,NA,NA,NA,NA
"C117",304.0625,452.1659,"C18H24N6O8",18,24,6,8,0,0,"18:6:0",1.33333333333333,0.444444444444444,0.333333333333333,-0.444444444444444,0.555555555555555,10,2,"7-(2-hydroxy-3-amino-3-carboxypropyl)wyosine 5'-monophosphate zwitterion_1","Organic compounds","Nucleosides, nucleotides, and analogues","Nucleoside and nucleotide analogues",NA,"Nucleoside and nucleotide analogues","https://pubchem.ncbi.nlm.nih.gov/compound/71464646"
"C118",296.813666666667,386.1531,"C18H26O9",18,26,0,9,0,0,"18:0:0",1.44444444444444,0.5,0,-0.444444444444444,-0.444444444444445,6,-3,"Methylsyringin_1",NA,NA,NA,NA,NA,NA
"C119",289.839333333333,140.0464,"C7H8O3",7,8,0,3,0,0,"7:0:0",1.14285714285714,0.428571428571429,0,-0.285714285714286,-0.285714285714286,4,1,"(2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone_2","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Furanones","https://pubchem.ncbi.nlm.nih.gov/compound/25243895"
"C120",491.563333333333,335.9083,"C9H7O6P3S",9,7,0,6,3,1,"9:0:3",0.777777777777778,0.666666666666667,0,0.555555555555556,-0.888888888888889,6.5,0.5,"C9H7O6P3S",NA,NA,NA,NA,NA,NA
"C121",917.035,113.9918,"C3H2N2OS",3,2,2,1,0,1,"3:2:0",0.666666666666667,0.333333333333333,0.666666666666667,0,2.66666666666667,4,3,"C3H2N2OS_2",NA,NA,NA,NA,NA,NA
"C122",926.2752,67.9864,"0",0,0,0,0,0,0,"0:0:0",NA,NA,NA,NA,NA,1,1,"M = 67.9864",NA,NA,NA,NA,NA,NA
"C123",986.5488,113.9918,"C3H2N2OS",3,2,2,1,0,1,"3:2:0",0.666666666666667,0.333333333333333,0.666666666666667,0,2.66666666666667,4,3,"C3H2N2OS_3",NA,NA,NA,NA,NA,NA
"C124",999.6448,271.9487,"C5H6O9P2",5,6,0,9,2,0,"5:0:2",1.2,1.8,0,2.4,0.4,3,-6,"C5H6O9P2",NA,NA,NA,NA,NA,NA
"C125",36.7982,236.9331,"C4H3N3O3S3",4,3,3,3,0,3,"4:3:0",0.75,0.75,0.75,0.75,4.5,5,2,"C4H3N3O3S3",NA,NA,NA,NA,NA,NA
"C126",31.952,147.9677,"C4H4O2S2",4,4,0,2,0,2,"4:0:0",1,0.5,0,0,1,3,1,"C4H4O2S2",NA,NA,NA,NA,NA,NA
"C127",24.9212,180.0615,"C13H8O",13,8,0,1,0,0,"13:0:0",0.615384615384615,0.0769230769230769,0,-0.461538461538462,-0.461538461538462,10,9,"12-Tridecene-4,6,8,10-tetraynal","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty aldehydes","Fatty aldehydes","https://pubchem.ncbi.nlm.nih.gov/compound/85775343"
"C128",18.5514,282.9371,"C3H10NO6PS3",3,10,1,6,1,3,"3:1:1",3.33333333333333,2,0.333333333333333,0.666666666666667,2,-0.5,-6.5,"C3H10NO6PS3",NA,NA,NA,NA,NA,NA
"C129",49.8242,242.7644,"0",0,0,0,0,0,0,"0:0:0",NA,NA,NA,NA,NA,1,1,"M = 242.7644",NA,NA,NA,NA,NA,NA
"C130",212.466,326.0997,"C15H18O8",15,18,0,8,0,0,"15:0:0",1.2,0.533333333333333,0,-0.133333333333333,-0.133333333333334,7,-1,"Bilobalide A_1",NA,NA,NA,NA,NA,NA
"C131",214.5928,346.1254,"C12H28O7P2",12,28,0,7,2,0,"12:0:2",2.33333333333333,0.583333333333333,0,-1.16666666666667,-2,-1,-8,"(1-HYDROXYDODECANE-1,1-DIYL)BIS(PHOSPHONIC ACID)","Organic compounds","Organic acids and derivatives","Organic phosphonic acids and derivatives","Bisphosphonates","Bisphosphonates","https://pubchem.ncbi.nlm.nih.gov/compound/4395717"
"C132",219.5362,414.1498,"C16H22N4O9",16,22,4,9,0,0,"16:4:0",1.375,0.5625,0.25,-0.25,0.5,8,-1,"Antibiotic CA 31;Clavamycin A_2",NA,NA,NA,NA,NA,NA
"C133",219.777,331.1388,"C17H21N3O2S",17,21,3,2,0,1,"17:3:0",1.23529411764706,0.117647058823529,0.176470588235294,-1,-0.352941176470588,9,7,"1-[4-(4-ethoxyphenyl)-2-thiazolyl]-4-piperidinecarboxamide","Organic compounds","Organoheterocyclic compounds","Piperidines","Piperidinecarboxylic acids and derivatives","Piperidinecarboxamides","https://pubchem.ncbi.nlm.nih.gov/compound/46907757"
"C134",217.4368,372.1384,"C17H24O9",17,24,0,9,0,0,"17:0:0",1.41176470588235,0.529411764705882,0,-0.352941176470588,-0.352941176470588,6,-3,"Syringin_2",NA,NA,NA,NA,NA,NA
"C135",229.6052,386.1569,"C18H26O9",18,26,0,9,0,0,"18:0:0",1.44444444444444,0.5,0,-0.444444444444444,-0.444444444444445,6,-3,"Macrosphelide K_1",NA,NA,NA,NA,NA,NA
"C136",230.8642,242.1149,"C11H18N2O2S",11,18,2,2,0,1,"11:2:0",1.63636363636364,0.181818181818182,0.181818181818182,-1.27272727272727,-0.545454545454546,4,2,"Thiopental_1","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Thiobarbituric acid derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/1244"
"C137",232.951,286.1056,"C11H18N4O3S",11,18,4,3,0,1,"11:4:0",1.63636363636364,0.272727272727273,0.363636363636364,-1.09090909090909,0.181818181818182,5,2,"Methionyl-Histidine_1",NA,NA,NA,NA,NA,NA
"C138",235.5148,164.083,"C10H12O2",10,12,0,2,0,0,"10:0:0",1.2,0.2,0,-0.8,-0.8,5,3,"beta-Thujaplicin","Organic compounds","Hydrocarbon derivatives","Tropones","Tropolones","Tropolones","https://pubchem.ncbi.nlm.nih.gov/compound/3611"
"C139",236.89,248.104,"C10H12N6O2",10,12,6,2,0,0,"10:6:0",1.2,0.2,0.6,-0.8,1,8,6,"5-[(5-amino-1-tetrazolyl)iminomethyl]-2-ethoxyphenol_2","Organic compounds","Benzenoids","Phenol ethers",NA,"Phenol ethers","https://pubchem.ncbi.nlm.nih.gov/compound/937175"
"C140",238.648,354.1299,"C15H22N4O4S",15,22,4,4,0,1,"15:4:0",1.46666666666667,0.266666666666667,0.266666666666667,-0.933333333333333,0,7,3,"2-[[3-methyl-7-(3-methylbutyl)-2,6-dioxo-8-purinyl]thio]propanoic acid methyl ester_2",NA,NA,NA,NA,NA,NA
"C141",238.7078,326.1349,"C15H22N2O4S",15,22,2,4,0,1,"15:2:0",1.46666666666667,0.266666666666667,0.133333333333333,-0.933333333333333,-0.4,6,2,"Hydroxyhexamide_2",NA,NA,NA,NA,NA,NA
"C142",239.599,194.094,"C11H14O3",11,14,0,3,0,0,"11:0:0",1.27272727272727,0.272727272727273,0,-0.727272727272727,-0.727272727272728,5,2,"Butylparaben_1","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","p-Hydroxybenzoic acid alkyl esters","https://pubchem.ncbi.nlm.nih.gov/compound/7184"
"C143",242.1622,254.1148,"C12H18N2O2S",12,18,2,2,0,1,"12:2:0",1.5,0.166666666666667,0.166666666666667,-1.16666666666667,-0.5,5,3,"Thiamylal_1","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Thiobarbituric acid derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/5436"
"C144",203.2988,340.1153,"C15H20N2O5S",15,20,2,5,0,1,"15:2:0",1.33333333333333,0.333333333333333,0.133333333333333,-0.666666666666667,-0.133333333333334,7,2,"4-[[(1-methylsulfonyl-4-piperidinyl)-oxomethyl]amino]benzoic acid methyl ester_1","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Acylaminobenzoic acid and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/646245"
"C145",194.3698,296.0888,"C10H20N2O4S2",10,20,2,4,0,2,"10:2:0",2,0.4,0.2,-1.2,-0.2,2,-2,"D-penicillamine disulfide_1","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Valine and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/9882671"
"C146",190.2774,286.104,"C11H18N4O3S",11,18,4,3,0,1,"11:4:0",1.63636363636364,0.272727272727273,0.363636363636364,-1.09090909090909,0.181818181818182,5,2,"Histidinyl-Methionine_3",NA,NA,NA,NA,NA,NA
"C147",175.6416,226.0834,"C10H14N2O2S",10,14,2,2,0,1,"10:2:0",1.4,0.2,0.2,-1,-0.2,5,3,"(1/2,5,6)-2-(3-azibutylthio)-5,6-epoxy-3-cyclohexen-1-ol_2",NA,NA,NA,NA,NA,NA
"C148",181.62,326.1003,"C15H18O8",15,18,0,8,0,0,"15:0:0",1.2,0.533333333333333,0,-0.133333333333333,-0.133333333333334,7,-1,"Bilobalide A_2",NA,NA,NA,NA,NA,NA
"C149",282.8908,170.0581,"C6H10N4S",6,10,4,0,0,1,"6:4:0",1.66666666666667,0,0.666666666666667,-1.66666666666667,0.666666666666667,4,4,"imetit","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles","https://pubchem.ncbi.nlm.nih.gov/compound/3692"
"C150",284.8072,240.1349,"C13H20O4",13,20,0,4,0,0,"13:0:0",1.53846153846154,0.307692307692308,0,-0.923076923076923,-0.923076923076923,4,0,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1,5-dioxo-octahydroinden-4-yl]propanoate_1","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Carbocyclic fatty acids","https://pubchem.ncbi.nlm.nih.gov/compound/86290214"
"C151",277.2836,328.1148,"C12H26O6P2",12,26,0,6,2,0,"12:0:2",2.16666666666667,0.5,0,-1.16666666666667,-2,0,-6,"1,4-diisobutyl-2,3,5,6-tetrahydroxy-1,4-dioxo-1,4-diphosphorinane_1",NA,NA,NA,NA,NA,NA
"C152",270.1098,260.1393,"C11H20N2O5",11,20,2,5,0,0,"11:2:0",1.81818181818182,0.454545454545455,0.181818181818182,-0.909090909090909,-0.363636363636363,3,-2,"gamma-Glutamylleucine",NA,NA,NA,NA,NA,NA
"C153",263.054,254.1149,"C12H18N2O2S",12,18,2,2,0,1,"12:2:0",1.5,0.166666666666667,0.166666666666667,-1.16666666666667,-0.5,5,3,"Thiamylal_2","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Thiobarbituric acid derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/5436"
"C154",260.3722,356.1455,"C16H24N2O5S",16,24,2,5,0,1,"16:2:0",1.5,0.3125,0.125,-0.875,-0.375,6,1,"2-[(2S,5S,6S)-5-(benzenesulfonamido)-6-(hydroxymethyl)-2-oxanyl]-N,N-dimethylacetamide_2",NA,NA,NA,NA,NA,NA
"C155",264.527,302.1458,"C15H18N4O3",15,18,4,3,0,0,"15:4:0",1.2,0.2,0.266666666666667,-0.8,0,9,6,"Phenylalanyl-Histidine",NA,NA,NA,NA,NA,NA
"C156",265.985,324.1204,"C12H16N6O5",12,16,6,5,0,0,"12:6:0",1.33333333333333,0.416666666666667,0.5,-0.5,1,8,3,"alpha-N-(9-beta-D-ribofuranosylpurin-6-yl)glycinamide_1","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/72715784"
"C157",258.2762,226.1204,"C10H18N4S",10,18,4,0,0,1,"10:4:0",1.8,0,0.4,-1.8,-0.4,4,4,"4-Methylburimamide_1","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles","https://pubchem.ncbi.nlm.nih.gov/compound/443411"
"C158",258.5544,400.1358,"C18H20N6O3S",18,20,6,3,0,1,"18:6:0",1.11111111111111,0.166666666666667,0.333333333333333,-0.777777777777778,0.333333333333333,12,9,"2-[[3-(4-methoxyphenyl)-7-triazolo[4,5-d]pyrimidinyl]thio]-N-(2-oxolanylmethyl)acetamide_3",NA,NA,NA,NA,NA,NA
"C159",257.0214,218.1298,"C11H22O2S",11,22,0,2,0,1,"11:0:0",2,0.181818181818182,0,-1.63636363636364,-1.45454545454545,1,-1,"(S)-3-Methylthiohexyl butyrate",NA,NA,NA,NA,NA,NA
"C160",253.5874,96.0562,"C6H8O",6,8,0,1,0,0,"6:0:0",1.33333333333333,0.166666666666667,0,-1,-1,3,2,"cyclohex-2-enone","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Cyclohexenones","https://pubchem.ncbi.nlm.nih.gov/compound/13594"
"C161",250.7706,218.0932,"C10H18O3S",10,18,0,3,0,1,"10:0:0",1.8,0.3,0,-1.2,-1,2,-1,"2-Oxo-9-methylthiononanoic acid;9-Methylthio-2-nonanoic acid_1","Organic compounds","Organic acids and derivatives","Keto acids and derivatives","Medium-chain keto acids and derivatives","Medium-chain keto acids and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/44237170"
"C162",249.1206,114.0305,"C5H6O3",5,6,0,3,0,0,"5:0:0",1.2,0.6,0,0,0,3,0,"Norfuraneol_3","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Furanones","https://pubchem.ncbi.nlm.nih.gov/compound/4564493"
"C163",249.9738,300.1205,"C12H20N4O3S",12,20,4,3,0,1,"12:4:0",1.66666666666667,0.25,0.333333333333333,-1.16666666666667,0,5,2,"desmethylranitidine_4","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","https://pubchem.ncbi.nlm.nih.gov/compound/163116"
"C164",344.2712,298.054,"C12H14N2O5S",12,14,2,5,0,1,"12:2:0",1.16666666666667,0.416666666666667,0.166666666666667,-0.333333333333333,0.333333333333333,7,2,"N-Acetylserotonin sulfate","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","N-acetyl-2-arylethylamines","https://pubchem.ncbi.nlm.nih.gov/compound/45479248"
"C165",311.29,378.1675,"C19H26N2O4S",19,26,2,4,0,1,"19:2:0",1.36842105263158,0.210526315789474,0.105263157894737,-0.947368421052632,-0.526315789473684,8,4,"LSM-41181",NA,NA,NA,NA,NA,NA
"C166",316.324,194.0938,"C11H14O3",11,14,0,3,0,0,"11:0:0",1.27272727272727,0.272727272727273,0,-0.727272727272727,-0.727272727272728,5,2,"5-Hydroxy-2-benzyl-1,3-dioxane","Organic compounds","Organoheterocyclic compounds","Dioxanes","1,3-dioxanes","1,3-dioxanes","https://pubchem.ncbi.nlm.nih.gov/compound/78476"
"C167",299.4908,210.0899,"C11H14O4",11,14,0,4,0,0,"11:0:0",1.27272727272727,0.363636363636364,0,-0.545454545454545,-0.545454545454546,5,1,"Sinapyl alcohol","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols","https://pubchem.ncbi.nlm.nih.gov/compound/5280507"
"C168",292.2002,238.1204,"C10H22O4S",10,22,0,4,0,1,"10:0:0",2.2,0.4,0,-1.4,-1.2,0,-4,"Decyl sulfate_1","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/8904"
"C169",394.487,294.1828,"C14H30O4S",14,30,0,4,0,1,"14:0:0",2.14285714285714,0.285714285714286,0,-1.57142857142857,-1.42857142857143,0,-4,"sodium myristyl sulfate_1","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/5248"
"C170",570.937,294.1861,"C14H30O4S",14,30,0,4,0,1,"14:0:0",2.14285714285714,0.285714285714286,0,-1.57142857142857,-1.42857142857143,0,-4,"sodium myristyl sulfate_2","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/5248"
"C171",521.5168,266.1547,"C12H26O4S",12,26,0,4,0,1,"12:0:0",2.16666666666667,0.333333333333333,0,-1.5,-1.33333333333333,0,-4,"dodecyl hydrogen sulfate_2","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/8778"
"C172",534.3508,596.3208,"C27H53N2O8PS",27,53,2,8,1,1,"27:2:1",1.96296296296296,0.296296296296296,0.0740740740740741,-1.37037037037037,-1.25925925925926,2.5,-5.5,"S-hexadecanoyl-4'-phosphopantetheine(2-)","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Monoalkyl phosphates","https://pubchem.ncbi.nlm.nih.gov/compound/119058173"
"C173",603.7318,370.2376,"C19H34N2O5",19,34,2,5,0,0,"19:2:0",1.78947368421053,0.263157894736842,0.105263157894737,-1.26315789473684,-0.947368421052632,4,-1,"8-[2-[4-(5,5-dimethyl-1,3-dioxan-2-yl)butylidene]hydrazinyl]-8-oxooctanoic acid methyl ester","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid methyl esters","https://pubchem.ncbi.nlm.nih.gov/compound/74174018"
"C174",1118.52075,190.9271,"C4H2NO2PS2",4,2,1,2,1,2,"4:1:1",0.5,0.5,0.25,0.5,1,4.5,2.5,"C4H2NO2PS2_1",NA,NA,NA,NA,NA,NA
"C175",1010.44825,337.865,"C6HN2O7P3S",6,1,2,7,3,1,"6:2:3",0.166666666666667,1.16666666666667,0.333333333333333,2.16666666666667,1,7.5,0.5,"C6HN2O7P3S",NA,NA,NA,NA,NA,NA
"C176",911.96825,101.9395,"0",0,0,0,0,0,0,"0:0:0",NA,NA,NA,NA,NA,1,1,"M = 101.9395",NA,NA,NA,NA,NA,NA
"C177",935.916,145.9299,"C4H2S3",4,2,0,0,0,3,"4:0:0",0.5,0,0,-0.5,1,4,4,"C4H2S3_1",NA,NA,NA,NA,NA,NA
"C178",922.54125,145.93,"C4H2S3",4,2,0,0,0,3,"4:0:0",0.5,0,0,-0.5,1,4,4,"C4H2S3_2",NA,NA,NA,NA,NA,NA
"C179",944.473,67.9863,"0",0,0,0,0,0,0,"0:0:0",NA,NA,NA,NA,NA,1,1,"M = 67.9863",NA,NA,NA,NA,NA,NA
"C180",963.62475,113.9919,"C3H2N2OS",3,2,2,1,0,1,"3:2:0",0.666666666666667,0.333333333333333,0.666666666666667,0,2.66666666666667,4,3,"C3H2N2OS_4",NA,NA,NA,NA,NA,NA
"C181",973.72175,135.9741,"C5N2OS",5,0,2,1,0,1,"5:2:0",0,0.2,0.4,0.4,2,7,6,"C5N2OS",NA,NA,NA,NA,NA,NA
"C182",977.11875,113.9918,"C3H2N2OS",3,2,2,1,0,1,"3:2:0",0.666666666666667,0.333333333333333,0.666666666666667,0,2.66666666666667,4,3,"C3H2N2OS_5",NA,NA,NA,NA,NA,NA
"C183",684.627,410.318,"C23H42N2O4",23,42,2,4,0,0,"23:2:0",1.82608695652174,0.173913043478261,0.0869565217391304,-1.47826086956522,-1.21739130434783,4,0,"N-oleoyl-L-glutaminate",NA,NA,NA,NA,NA,NA
"C184",7.50875,145.9297,"C4H2S3",4,2,0,0,0,3,"4:0:0",0.5,0,0,-0.5,1,4,4,"C4H2S3_3",NA,NA,NA,NA,NA,NA
"C185",21.5825,190.9272,"C4H2NO2PS2",4,2,1,2,1,2,"4:1:1",0.5,0.5,0.25,0.5,1,4.5,2.5,"C4H2NO2PS2_2",NA,NA,NA,NA,NA,NA
"C186",19.1665,177.9649,"C3H3N2O3PS",3,3,2,3,1,1,"3:2:1",1,1,0.666666666666667,1,2,3.5,0.5,"C3H3N2O3PS",NA,NA,NA,NA,NA,NA
"C187",18.9425,261.9162,"C7H3O5PS2",7,3,0,5,1,2,"7:0:1",0.428571428571429,0.714285714285714,0,1,0.857142857142857,6.5,1.5,"C7H3O5PS2",NA,NA,NA,NA,NA,NA
"C188",19.49675,699.7864,"C8H11N6O14P3S6",8,11,6,14,3,6,"8:6:3",1.375,1.75,0.75,2.125,4,6.5,-7.5,"C8H11N6O14P3S6",NA,NA,NA,NA,NA,NA
"C189",59.63575,380.6886,"0",0,0,0,0,0,0,"0:0:0",NA,NA,NA,NA,NA,1,1,"M = 380.6886",NA,NA,NA,NA,NA,NA
"C190",41.631,170.8877,"0",0,0,0,0,0,0,"0:0:0",NA,NA,NA,NA,NA,1,1,"M = 170.8877",NA,NA,NA,NA,NA,NA
"C191",468.2315,278.1513,"C16H22O4",16,22,0,4,0,0,"16:0:0",1.375,0.25,0,-0.875,-0.875,6,2,"Monoethylhexyl phthalic acid_1",NA,NA,NA,NA,NA,NA
"C192",209.30175,240.099,"C11H16N2O2S",11,16,2,2,0,1,"11:2:0",1.45454545454545,0.181818181818182,0.181818181818182,-1.09090909090909,-0.363636363636363,5,3,"(2S)-2-benzyl-N,N-dimethylaziridine-1-sulfonamide_1",NA,NA,NA,NA,NA,NA
"C193",209.4045,226.1194,"C10H18N4S",10,18,4,0,0,1,"10:4:0",1.8,0,0.4,-1.8,-0.4,4,4,"4-Methylburimamide_2","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles","https://pubchem.ncbi.nlm.nih.gov/compound/443411"
