"cmpd","rt","annotation","ann.confidence","median.signal","inferred.M","inferred.formula","inchikey","inchi","pubchem.url","synonyms","inchikey.1","kingdom","superclass","class","subclass","parent","description"
"C65",194.959714285714,"S-(Phenylacetothiohydroximoyl)-L-cysteine_1","2",2527.62775264195,254.0797,"C11H14N2O3S","DPHQZNQYOOCWSR-FWSONLODSA-N","InChI=1S/C11H14N2O3S/c12-9(11(14)15)7-17-10(13-16)6-8-4-2-1-3-5-8/h1-5,9,16H,6-7,12H2,(H,14,15)/b13-10-/t9-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/25246414","NA","DPHQZNQYOOCWSR-FWSONLODSA-N","Organic compounds","Organic acids and derivatives","Thiohydroximic acids and derivatives","Thiohydroximic acids","S-alkyl-thiohydroximates","This compound belongs to the class of organic compounds known as s-alkyl-thiohydroximates. These are organosulfur compounds with the general structure RC(S)=NOH, where R =alkyl group."
"C66",196.618428571429,"desmethylranitidine_1","2",2877.1003089321,300.1198,"C12H20N4O3S","WZLBVRXZNDXPPW-UHFFFAOYSA-N","InChI=1S/C12H20N4O3S/c1-13-7-10-3-4-11(19-10)9-20-6-5-15-12(14-2)8-16(17)18/h3-4,8,13-15H,5-7,9H2,1-2H3","https://pubchem.ncbi.nlm.nih.gov/compound/163116","NA","WZLBVRXZNDXPPW-UHFFFAOYSA-N","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","This compound belongs to the class of organic compounds known as aralkylamines. These are alkylamines in which the alkyl group is substituted at one carbon atom by an aromatic hydrocarbyl group."
"C67",189.029142857143,"1-(1-azepanyl)-2-[(5-methyl-4-nitro-1H-pyrazol-3-yl)thio]ethanone_1","2",2386.05612302352,298.1046,"C12H18N4O3S","SMOCXLQUTOULJW-UHFFFAOYSA-N","InChI=1S/C12H18N4O3S/c1-9-11(16(18)19)12(14-13-9)20-8-10(17)15-6-4-2-3-5-7-15/h2-8H2,1H3,(H,13,14)","https://pubchem.ncbi.nlm.nih.gov/compound/4079917","NA","SMOCXLQUTOULJW-UHFFFAOYSA-N","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Aryl thioethers","This compound belongs to the class of organic compounds known as aryl thioethers. These are organosulfur compounds containing a thioether group that is substituted by an aryl group."
"C68",179.754428571429,"Histidinyl-Methionine_1","2",1351.62741930685,286.1049,"C11H18N4O3S","AYIZHKDZYOSOGY-UHFFFAOYNA-N",NA,NA,"NA","AYIZHKDZYOSOGY-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C69",183.322285714286,"(1/2,5,6)-2-(3-azibutylthio)-5,6-epoxy-3-cyclohexen-1-ol_1","2",1371.01399460157,226.0839,"C10H14N2O2S","YQXRPUYJCCCKEH-UHFFFAOYNA-N",NA,NA,"NA","YQXRPUYJCCCKEH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C70",274.866714285714,"M = 78.0467","",388.043185778906,78.0467,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C71",266.068714285714,"MTIC_1","2",133.087389476267,168.0776,"C5H8N6O","MVBPAIHFZZKRGD-UHFFFAOYSA-N","InChI=1S/C5H8N6O/c1-7-11-10-5-3(4(6)12)8-2-9-5/h2H,1H3,(H2,6,12)(H,7,10)(H,8,9)","https://pubchem.ncbi.nlm.nih.gov/compound/76953","NA","MVBPAIHFZZKRGD-UHFFFAOYSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","2-heteroaryl carboxamides","This compound belongs to the class of organic compounds known as 2-heteroaryl carboxamides. These are compounds containing a heteroaromatic ring that carries a carboxamide group."
"C72",264.918428571429,"Butyl (S)-3-hydroxybutyrate glucoside","2",1769.58150257335,322.163,"C14H26O8","YUPCLHHTUNDMAN-UHFFFAOYNA-N",NA,NA,"NA","YUPCLHHTUNDMAN-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C73",268.221714285714,"Leucyl-Threonine_1","2",707.265737642611,232.1455,"C10H20N2O4","LRKCBIUDWAXNEG-UHFFFAOYNA-N",NA,NA,"NA","LRKCBIUDWAXNEG-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C74",254.526285714286,"Antibiotic CA 31;Clavamycin A_1","2",2438.96584792621,414.1505,"C16H22N4O9","SAFJOTXIKNUGOJ-UHFFFAOYNA-N",NA,NA,"NA","SAFJOTXIKNUGOJ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C75",313.600571428571,"N-[[(2R,3S,4S)-4-(hydroxymethyl)-1-(1-oxopropyl)-3-phenyl-2-azetidinyl]methyl]-N-propan-2-ylmethanesulfonamide_1","2",1141.95538738462,368.1851,"C18H28N2O4S","XIPGPWYGMVQVNH-LUAJWBGVNA-N",NA,NA,"NA","XIPGPWYGMVQVNH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C76",305.994142857143,"2-[(1S,3S,4aS,9aR)-1-(hydroxymethyl)-6-(methanesulfonamido)-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-N-propylacetamide_1","2",3840.86391814529,398.1547,"C18H26N2O6S","XIBRYEMUGCVBEH-JOAPWWBENA-N",NA,NA,"NA","XIBRYEMUGCVBEH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C77",305.952571428571,"Norfuraneol_1","2",438.901542210677,114.0314,"C5H6O3","DLVYTANECMRFGX-UHFFFAOYSA-N","InChI=1S/C5H6O3/c1-3-5(7)4(6)2-8-3/h7H,2H2,1H3","https://pubchem.ncbi.nlm.nih.gov/compound/4564493","NA","DLVYTANECMRFGX-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Furanones","This compound belongs to the class of organic compounds known as furanones. These are compounds containing a furan ring bearing a ketone group."
"C78",304.338714285714,"3-Hydroxy-4,5-dimethyl-2(5H)-furanone_1","2",333.756413054928,128.0461,"C6H8O3","UNYNVICDCJHOPO-UHFFFAOYNA-N",NA,NA,"NA","UNYNVICDCJHOPO-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C79",297.140857142857,"Saccharopine_1","2",686.691861192488,276.1356,"C11H20N2O6","ZDGJAHTZVHVLOT-YUMQZZPRSA-N","InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/160556","NA","ZDGJAHTZVHVLOT-YUMQZZPRSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives","This compound belongs to the class of organic compounds known as glutamic acid and derivatives. These are compounds containing glutamic acid or a derivative thereof resulting from reaction of glutamic acid at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom."
"C80",298.123428571429,"Kobifuranone A","2",485.528361045136,196.1116,"C11H16O3","FIOWMCUECVKUHQ-VNKDHWASNA-N",NA,NA,"NA","FIOWMCUECVKUHQ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C81",293.397428571429,"2-[(1S,3S,4aS,9aR)-1-(hydroxymethyl)-6-(methanesulfonamido)-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-N-propylacetamide_2","2",3959.25919801996,398.1557,"C18H26N2O6S","XIBRYEMUGCVBEH-JOAPWWBENA-N",NA,NA,"NA","XIBRYEMUGCVBEH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C82",580.566571428571,"C35H56O11","3",1965.14435719371,652.3834,"C35H56O11",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C83",955.9625,"C3H2N2OS_1","3",5718.439983816,113.9919,"C3H2N2OS",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C84",967.096833333333,"C3H5O2PS","3",563.969605236171,135.9746,"C3H5O2PS",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C85",992.420666666667,"C7H12OS5","3",673.307917510888,271.9491,"C7H12OS5",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C86",18.6256666666667,"C8H6N2O19P2S","3",7754.03924796018,527.8762,"C8H6N2O19P2S",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C87",19.2783333333333,"C7H8N10O6P2S5","3",714.972018485803,549.8711,"C7H8N10O6P2S5",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C88",208.831,"etozolin_1","2",3033.70098273935,284.1233,"C13H20N2O3S","ZCKKHYXUQFTBIK-UHFFFAOYNA-N",NA,NA,"NA","ZCKKHYXUQFTBIK-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C89",211.1735,"2-(butylthio)-1,5,6,7-tetrahydrocyclopenta[d]pyrimidin-4-one_1","2",3100.38128735704,224.1044,"C11H16N2OS","SDQFKDFGDPUANU-UHFFFAOYSA-N","InChI=1S/C11H16N2OS/c1-2-3-7-15-11-12-9-6-4-5-8(9)10(14)13-11/h2-7H2,1H3,(H,12,13,14)","https://pubchem.ncbi.nlm.nih.gov/compound/1562008","NA","SDQFKDFGDPUANU-UHFFFAOYSA-N","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Aryl thioethers","This compound belongs to the class of organic compounds known as aryl thioethers. These are organosulfur compounds containing a thioether group that is substituted by an aryl group."
"C90",207.638666666667,"5-(HEXAHYDRO-2-OXO-1H-THIENO[3,4-D]IMIDAZOL-6-YL)PENTANAL","2",1288.44543773393,228.0993,"C10H16N2O2S","ARDNWGMSCXSPBF-SSEDHECMNA-N",NA,NA,"NA","ARDNWGMSCXSPBF-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C91",211.675333333333,"2-[[3-(4-methoxyphenyl)-7-triazolo[4,5-d]pyrimidinyl]thio]-N-(2-oxolanylmethyl)acetamide_1","2",3055.85005597483,400.1366,"C18H20N6O3S","SDNGSRUNPKYHRP-UHFFFAOYNA-N",NA,NA,"NA","SDNGSRUNPKYHRP-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C92",227.9795,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_2","2",3856.18823485477,396.14,"C19H20N6O2S","UFQMMFCIGWSKDO-UHFFFAOYSA-N","InChI=1S/C19H20N6O2S/c1-3-14-4-10-17(11-5-14)25-19(22-23-24-25)28-12-18(27)21-16-8-6-15(7-9-16)20-13(2)26/h4-11H,3,12H2,1-2H3,(H,20,26)(H,21,27)","https://pubchem.ncbi.nlm.nih.gov/compound/1078044","NA","UFQMMFCIGWSKDO-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","This compound belongs to the class of organic compounds known as phenyltetrazoles and derivatives. These are compounds containing a phenyltetrazole skeleton, which consists of a tetrazole bound to a phenyl group."
"C93",223.247666666667,"Syringin_1","2",3563.30477569116,372.1402,"C17H24O9","QJVXKWHHAMZTBY-MAWHBGBXNA-N",NA,NA,"NA","QJVXKWHHAMZTBY-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C94",222.609166666667,"9-[6(RS)-C-carboxamido-5,6,7-trideoxy-beta-D-ribo-octofuranosyl]-9H-purin-6-amine_1","2",5951.63725215928,352.152,"C14H20N6O5","HWPDSCXCCGYODM-RSTRBOBWNA-N",NA,NA,"NA","HWPDSCXCCGYODM-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C95",224.465833333333,"cyclic N(6)-threonylcarbamoyladenosine_1","2",4896.02867345266,394.1258,"C15H18N6O7","NIMLOKNRDJCYPO-DWVDDHQFSA-N","InChI=1S/C15H18N6O7/c1-5(23)7-14(26)28-15(19-7)20-11-8-12(17-3-16-11)21(4-18-8)13-10(25)9(24)6(2-22)27-13/h3-7,9-10,13,22-25H,2H2,1H3,(H,16,17,19,20)/t5-,6-,7+,9-,10-,13-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/66577129","NA","NIMLOKNRDJCYPO-DWVDDHQFSA-N","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides","This compound belongs to the class of organic compounds known as purine nucleosides. These are compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety."
"C96",231.093166666667,"N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID_1","2",2420.57643086789,316.115,"C13H20N2O5S","JIRXORZYIXSWOB-UHFFFAOYSA-N","InChI=1S/C13H20N2O5S/c1-10(2)8-15(9-13(16)14-17)21(18,19)12-6-4-11(20-3)5-7-12/h4-7,10,17H,8-9H2,1-3H3,(H,14,16)","https://pubchem.ncbi.nlm.nih.gov/compound/448002","NA","JIRXORZYIXSWOB-UHFFFAOYSA-N","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides","This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring."
"C97",234.800666666667,"2-[[3-(4-methoxyphenyl)-7-triazolo[4,5-d]pyrimidinyl]thio]-N-(2-oxolanylmethyl)acetamide_2","2",2885.83583635404,400.1355,"C18H20N6O3S","SDNGSRUNPKYHRP-UHFFFAOYNA-N",NA,NA,"NA","SDNGSRUNPKYHRP-UHFFFAOYNA-N",NA,NA,NA,NA,NA,NA
"C98",240.293,"Nopalinic acid_1","2",468.508794005569,262.1199,"C10H18N2O6","UXZAXFPFSQRZOZ-UHFFFAOYNA-N",NA,NA,"NA","UXZAXFPFSQRZOZ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C99",242.111666666667,"trans-p-Coumaric acid 4-glucoside","2",4996.31792806065,326.0992,"C15H18O8","LJFYQZQUAULRDF-ZZXKWVIFNA-N",NA,NA,"NA","LJFYQZQUAULRDF-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C100",242.575833333333,"2,4,6,8,10-dodecapentaenal","2",74.9277359175621,174.1035,"C12H14O","NLPJEWTYXLOFLM-GNUNTXLASA-N","InChI=1S/C12H14O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-12H,1H3/b3-2+,5-4+,7-6+,9-8+,11-10+","https://pubchem.ncbi.nlm.nih.gov/compound/5283362","NA","NLPJEWTYXLOFLM-GNUNTXLASA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Medium-chain aldehydes","This compound belongs to the class of organic compounds known as medium-chain aldehydes. These are an aldehyde with a chain length containing between 6 and 12 carbon atoms."
"C101",202.9245,"desmethylranitidine_2","2",3625.42135793806,300.1198,"C12H20N4O3S","WZLBVRXZNDXPPW-UHFFFAOYSA-N","InChI=1S/C12H20N4O3S/c1-13-7-10-3-4-11(19-10)9-20-6-5-15-12(14-2)8-16(17)18/h3-4,8,13-15H,5-7,9H2,1-2H3","https://pubchem.ncbi.nlm.nih.gov/compound/163116","NA","WZLBVRXZNDXPPW-UHFFFAOYSA-N","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","This compound belongs to the class of organic compounds known as aralkylamines. These are alkylamines in which the alkyl group is substituted at one carbon atom by an aromatic hydrocarbyl group."
"C102",203.836666666667,"13-Hydroxyabscisic acid_1","2",3858.77488056196,280.1305,"C15H20O5","AVFORCKFTWHFAR-UMCKCUICNA-N",NA,NA,"NA","AVFORCKFTWHFAR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C103",187.843666666667,"desmethylranitidine_3","2",2001.33169558685,300.12,"C12H20N4O3S","WZLBVRXZNDXPPW-UHFFFAOYSA-N","InChI=1S/C12H20N4O3S/c1-13-7-10-3-4-11(19-10)9-20-6-5-15-12(14-2)8-16(17)18/h3-4,8,13-15H,5-7,9H2,1-2H3","https://pubchem.ncbi.nlm.nih.gov/compound/163116","NA","WZLBVRXZNDXPPW-UHFFFAOYSA-N","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","This compound belongs to the class of organic compounds known as aralkylamines. These are alkylamines in which the alkyl group is substituted at one carbon atom by an aromatic hydrocarbyl group."
"C104",282.763833333333,"Macrozamin_1","2",4432.11582347341,384.1411,"C13H24N2O11","DQCANINXHQSIAW-XHGHFKPONA-N",NA,NA,"NA","DQCANINXHQSIAW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C105",276.718166666667,"4-[bis(2-methoxyethyl)sulfamoyl]-N-(5-cyclopropyl-1,3,4-oxadiazol-2-yl)benzamide_1","2",3837.89695988035,424.1353,"C18H24N4O6S","LWYGHCMJFFJCLG-UHFFFAOYSA-N","InChI=1S/C18H24N4O6S/c1-26-11-9-22(10-12-27-2)29(24,25)15-7-5-13(6-8-15)16(23)19-18-21-20-17(28-18)14-3-4-14/h5-8,14H,3-4,9-12H2,1-2H3,(H,19,21,23)","https://pubchem.ncbi.nlm.nih.gov/compound/2155612","NA","LWYGHCMJFFJCLG-UHFFFAOYSA-N","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides","This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring."
"C106",275.072,"N-(3-methoxyphenyl)-1-[4-(1-tetrazolyl)phenyl]sulfonyl-3-piperidinecarboxamide_1","2",4748.40189254012,442.1465,"C20H22N6O4S","MXXDERMISKKKKI-UHFFFAOYNA-N",NA,NA,"NA","MXXDERMISKKKKI-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C107",271.429333333333,"3,3'-Neotrehalosadiamine;BMY 28251_1","2",3995.76532118048,340.1508,"C12H24N2O9","ZPEFXARQZVAHGO-OBCHOJLFNA-N",NA,NA,"NA","ZPEFXARQZVAHGO-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C108",262.259,"4-[(2,6-dimethyl-4-morpholinyl)sulfonyl]-N-[3-(1-imidazolyl)propyl]benzamide_1","2",2909.82094719995,406.1618,"C19H26N4O4S","XZRLCYJDDBDQPV-UHFFFAOYNA-N",NA,NA,"NA","XZRLCYJDDBDQPV-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C109",255.343166666667,"Norfuraneol_2","2",355.013844026339,114.031,"C5H6O3","DLVYTANECMRFGX-UHFFFAOYSA-N","InChI=1S/C5H6O3/c1-3-5(7)4(6)2-8-3/h7H,2H2,1H3","https://pubchem.ncbi.nlm.nih.gov/compound/4564493","NA","DLVYTANECMRFGX-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Furanones","This compound belongs to the class of organic compounds known as furanones. These are compounds containing a furan ring bearing a ketone group."
"C110",253.534666666667,"Histidinyl-Methionine_2","2",1530.48294355391,286.1087,"C11H18N4O3S","AYIZHKDZYOSOGY-UHFFFAOYNA-N",NA,NA,"NA","AYIZHKDZYOSOGY-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C111",251.775333333333,"(+)-Trehazolin;A 70615;Trehalostatin;Trehazolin;Trehazoline_1","2",4889.94336355289,366.1297,"C13H22N2O10","NRKVPNOUINUNKY-CEAPQSAFNA-N",NA,NA,"NA","NRKVPNOUINUNKY-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C112",250.1855,"3-Hydroxymugineic acid_1","2",4534.94005750825,336.1206,"C12H20N2O9","QPIOQLJXMZWNFJ-UHFFFAOYNA-N",NA,NA,"NA","QPIOQLJXMZWNFJ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C113",331.108,"Desacetyllaurenobiolide","2",546.568451369239,248.1408,"C15H20O3","FRDLPOYYWWRSPZ-ZVEIMFCANA-N",NA,NA,"NA","FRDLPOYYWWRSPZ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C114",322.863833333333,"(1R,2S,5R)-2-Isopropyl-5-methylcyclohexyl (2R,5R)-5-hydroxy-1,3-oxathiolane-2-carboxylate_1","2",388.864249547419,288.1351,"C14H24O4S","KXKDZLRTIFHOHW-UHFFFAOYNA-N",NA,NA,"NA","KXKDZLRTIFHOHW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C115",315.866,"Wybutoxine_1","2",3181.42937081515,408.1409,"C16H20N6O7","FRYWGCQTDZARGT-UHFFFAOYNA-N",NA,NA,"NA","FRYWGCQTDZARGT-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C116",318.403,"M = 66.0456","",410.908462527491,66.0456,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C117",304.0625,"7-(2-hydroxy-3-amino-3-carboxypropyl)wyosine 5'-monophosphate zwitterion_1","2",4028.77827937412,452.1659,"C18H24N6O8","CWZGXBPVGJVJRZ-YSZBBASGSA-N","InChI=1S/C18H24N6O8/c1-6-7(3-8(26)10(19)17(30)31)24-15(29)11-14(22(2)18(24)21-6)23(5-20-11)16-13(28)12(27)9(4-25)32-16/h5,8-10,12-13,16,25-28H,3-4,19H2,1-2H3,(H,30,31)/t8?,9-,10+,12-,13-,16-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/71464646","NA","CWZGXBPVGJVJRZ-YSZBBASGSA-N","Organic compounds","Nucleosides, nucleotides, and analogues","Nucleoside and nucleotide analogues",NA,"Nucleoside and nucleotide analogues","This compound belongs to the class of organic compounds known as nucleoside and nucleotide analogues. These are analogues of nucleosides and nucleotides. These include phosphonated nucleosides, C-glycosylated nucleoside bases, analogues where the sugar unit is a pyranose, and carbocyclic nucleosides, among others."
"C118",296.813666666667,"Methylsyringin_1","2",1990.19894568401,386.1531,"C18H26O9","KDZYNPVXUQIVAO-PLNGDYQANA-N",NA,NA,"NA","KDZYNPVXUQIVAO-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C119",289.839333333333,"(2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone_2","2",767.097002699335,140.0464,"C7H8O3","CWXWDRXNERDGHE-HWKANZROSA-N","InChI=1S/C7H8O3/c1-3-5-7(9)6(8)4(2)10-5/h3,8H,1-2H3/b5-3+","https://pubchem.ncbi.nlm.nih.gov/compound/25243895","NA","CWXWDRXNERDGHE-HWKANZROSA-N","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Furanones","This compound belongs to the class of organic compounds known as furanones. These are compounds containing a furan ring bearing a ketone group."
"C120",491.563333333333,"C9H7O6P3S","3",352.222770202495,335.9083,"C9H7O6P3S",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C121",917.035,"C3H2N2OS_2","3",5400.59488380759,113.9918,"C3H2N2OS",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C122",926.2752,"M = 67.9864","",3785.28013142188,67.9864,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C123",986.5488,"C3H2N2OS_3","3",4926.86057676255,113.9918,"C3H2N2OS",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C124",999.6448,"C5H6O9P2","3",7916.20365819164,271.9487,"C5H6O9P2",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C125",36.7982,"C4H3N3O3S3","3",1569.62790750492,236.9331,"C4H3N3O3S3",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C126",31.952,"C4H4O2S2","3",462.936038200204,147.9677,"C4H4O2S2",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C127",24.9212,"12-Tridecene-4,6,8,10-tetraynal","2",621.547124713546,180.0615,"C13H8O","OFXBKGMSUXMAMD-UHFFFAOYSA-N","InChI=1S/C13H8O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h2,13H,1,11-12H2","https://pubchem.ncbi.nlm.nih.gov/compound/85775343","NA","OFXBKGMSUXMAMD-UHFFFAOYSA-N","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty aldehydes","Fatty aldehydes","This compound belongs to the class of organic compounds known as fatty aldehydes. These are long chain aldehydes with a chain of at least 12 carbon atoms."
"C128",18.5514,"C3H10NO6PS3","3",178.917926381298,282.9371,"C3H10NO6PS3",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C129",49.8242,"M = 242.7644","",1407.45955808461,242.7644,NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA
"C130",212.466,"Bilobalide A_1","2",5757.79411556365,326.0997,"C15H18O8","MOLPUWBMSBJXER-IVSUPLQZNA-N",NA,NA,"NA","MOLPUWBMSBJXER-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C131",214.5928,"(1-HYDROXYDODECANE-1,1-DIYL)BIS(PHOSPHONIC ACID)","2",3959.91892414812,346.1254,"C12H28O7P2","KKVZONPEMODBBG-UHFFFAOYSA-N","InChI=1S/C12H28O7P2/c1-2-3-4-5-6-7-8-9-10-11-12(13,20(14,15)16)21(17,18)19/h13H,2-11H2,1H3,(H2,14,15,16)(H2,17,18,19)","https://pubchem.ncbi.nlm.nih.gov/compound/4395717","NA","KKVZONPEMODBBG-UHFFFAOYSA-N","Organic compounds","Organic acids and derivatives","Organic phosphonic acids and derivatives","Bisphosphonates","Bisphosphonates","This compound belongs to the class of organic compounds known as bisphosphonates. These are organic compounds containing two phosphonate groups linked together through a carbon atoms."
"C132",219.5362,"Antibiotic CA 31;Clavamycin A_2","2",3318.28905239059,414.1498,"C16H22N4O9","SAFJOTXIKNUGOJ-UHFFFAOYNA-N",NA,NA,"NA","SAFJOTXIKNUGOJ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C133",219.777,"1-[4-(4-ethoxyphenyl)-2-thiazolyl]-4-piperidinecarboxamide","2",935.498581174145,331.1388,"C17H21N3O2S","WEJPRZJLYZIEPW-UHFFFAOYSA-N","InChI=1S/C17H21N3O2S/c1-2-22-14-5-3-12(4-6-14)15-11-23-17(19-15)20-9-7-13(8-10-20)16(18)21/h3-6,11,13H,2,7-10H2,1H3,(H2,18,21)","https://pubchem.ncbi.nlm.nih.gov/compound/46907757","NA","WEJPRZJLYZIEPW-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Piperidines","Piperidinecarboxylic acids and derivatives","Piperidinecarboxamides","This compound belongs to the class of organic compounds known as piperidinecarboxamides. These are compounds containing a piperidine ring substituted with a carboxamide functional group."
"C134",217.4368,"Syringin_2","2",3295.10734409237,372.1384,"C17H24O9","QJVXKWHHAMZTBY-MAWHBGBXNA-N",NA,NA,"NA","QJVXKWHHAMZTBY-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C135",229.6052,"Macrosphelide K_1","2",3078.30089519145,386.1569,"C18H26O9","FRSLVQFQUNGOIH-BZJIDNEQNA-N",NA,NA,"NA","FRSLVQFQUNGOIH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C136",230.8642,"Thiopental_1","2",5030.49173841351,242.1149,"C11H18N2O2S","IUJDSEJGGMCXSG-UHFFFAOYSA-N","InChI=1S/C11H18N2O2S/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)","https://pubchem.ncbi.nlm.nih.gov/compound/1244","NA","IUJDSEJGGMCXSG-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Thiobarbituric acid derivatives","This compound belongs to the class of organic compounds known as thiobarbituric acid derivatives. These are organic compounds containing a 2-thioxodihydropyrimidine-4,6(1H,5H)-dione skeleton."
