cmpd,rt,annotation,ann.confidence,median.signal,inferred.M,inferred.formula,inchikey,inchi,hmdb.url,lm.url,pubchem.url,chebi.url,synonyms,inchikey.1,kingdom,superclass,class,subclass,parent,description
C33,220.3055556,Rutin,2,1915.020688,610.1552,C27H30O16,IKGXIBQEEMLURG-NVPNHPEKSA-N,"InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18+,20+,21-,22+,23+,26+,27-/m0/s1",http://www.hmdb.ca/metabolites/HMDB0003249,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPK12112050,https://pubchem.ncbi.nlm.nih.gov/compound/5280805#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28527,"Rutin __ rutin __ Melin __ Eldrin __ Rutine __ Rutinum __ Rutozyd __ Birutan __ Birutin __ Rutosid __ sophorin __ Oxyritin __ Tanrutin __ Rutoside __ Rutabion __ Rutosido __ Sophorin __ Rutosidum __ Venoruton __ Vitamin p __ Osyritrin __ Phytomelin __ Ilixanthin __ NSC-115918 __ Paliuroside __ Neoisorutin __ Bioflavonoid __ Rutinic acid __ Myrticolorin __ Birutan forte __ Rutinion acid __ Venoruton (TN) __ Rutoside (INN) __ Globularicitrin __ Violaquercitrin __ Globulariacitrin __ Rutin trihydrate __ hydroxyethylrutoside __ 3-Rutinosyl quercetin __ Quercitin 3-rutinoside __ Quercetin 3-rutinoside __ Quercetin-3-rutinoside __ Quercetin 3-O-rutinoside __ quercetin 3-O-rutinoside __ 3-Rhamnoglucosylquercetin __ Quercetin rhamnoglucosine __ Quercetin-3beta-rutinoside __ beta-quercetin-3Rutinoside __ Quercetin 3-rhamnoglucoside __ Quercetol 3-rhamnoglucoside __ Quercetin 3-O-beta-D-rutinoside __ Quercetin 3-O-beta-delta-rutinoside __ 3,3',4',5,7-Pentahydroxyflavone-3-rutinoside __ 3-Rhamnoglucoside of 3,3',4',5,7-pentahydroxyflavone __ quercetin 3-O-[alpha-L-rhamnosyl-(1->6)-beta-D-glucoside] __ 3-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one __ 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one __ 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-2-oxanyl]oxymethyl]-2-oxanyl]oxy]-1-benzopyran-4-one __ 2-[3,4-bis(oxidanyl)phenyl]-3-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5R,6S)-6-methyl-3,4,5-tris(oxidanyl)oxan-2-yl]oxymethyl]-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-5,7-bis(oxidanyl)chromen-4-one __ 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxy-chromone __ 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxy-chromen-4-one",IKGXIBQEEMLURG-NVPNHPEKSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,This compound belongs to the class of organic compounds known as flavonoid-3-o-glycosides. These are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C3-position.
C34,214.2845185,Cycloartocarpin,2,3283.50204,434.1667,C26H26O6,FUOITKFXHPXSCA-SOFGYWHQNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0041166,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPK12110936,NA,NA,HMDB=HMDB0041166 __ KNApSAcK=C00004101 __ FooDB=FDB021056 __ LipidMAPS=LMPK12110936 __ UNPD=UNPD112285;UNPD209818,FUOITKFXHPXSCA-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C35,20.28896154,M = 111.9126,,9437.493848,111.9126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C36,222.8448462,"CDP-4-dehydro-3,6-dideoxy-D-glucose",2,2204.109743,531.0672,C15H23N3O14P2,DATWFRMXXZBEPM-QRKWOHRSNA-N,NA,NA,NA,https://pubchem.ncbi.nlm.nih.gov/compound/25245435#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17817,ChEBI=CHEBI:17817;CHEBI:58283;CHEBI:70783;CHEBI:70800;CHEBI:81010 __ PubChem=25245435;25245089;25202654;193002,DATWFRMXXZBEPM-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C37,221.1880769,C9H22N13O20P,3,3441.530866,663.0844,C9H22N13O20P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C38,239.3912692,C24H26N8O12S,3,2352.563596,650.1385,C24H26N8O12S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C39,228.7403846,Glochidionolactone D;(+)-Glochidionolactone D,2,3165.662543,468.1202,C21H24O12,GAKDFFTYXPWKQR-MFLAAHITNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00033005 __ UNPD=UNPD10890,GAKDFFTYXPWKQR-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C40,23.15172,"[[(2R,3S,4R,5R)-5-(4-amino-2-keto-pyrimidin-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-oxido-phosphoryl] [(2R,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexyl] phosphate",2,860.213612,567.0956,C15H27N3O16P2,WSJYSDVJOUCAAL-RAMZQALMSA-L,"InChI=1S/C15H27N3O16P2/c16-9-1-2-18(15(26)17-9)14-13(25)12(24)8(33-14)5-32-36(29,30)34-35(27,28)31-4-7(21)11(23)10(22)6(20)3-19/h1-2,6-8,10-14,19-25H,3-5H2,(H,27,28)(H,29,30)(H2,16,17,26)/p-2/t6-,7-,8-,10-,11-,12-,13-,14-/m1/s1",NA,NA,NA,NA,"CDP-D-mannitol __ [[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1-pyrimidinyl)-3,4-dihydroxy-2-oxolanyl]methoxy-oxidophosphoryl] [(2R,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexyl] phosphate __ [[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [(2R,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexyl] phosphate __ [[(2R,3S,4R,5R)-5-(4-amino-2-oxo-pyrimidin-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-oxido-phosphoryl] [(2R,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexyl] phosphate __ [[(2R,3S,4R,5R)-5-(4-amino-2-keto-pyrimidin-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-oxido-phosphoryl] [(2R,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexyl] phosphate __ [[(2R,3S,4R,5R)-5-(4-azanyl-2-oxidanylidene-pyrimidin-1-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanidyl-phosphoryl] [(2R,3R,4R,5R)-2,3,4,5,6-pentakis(oxidanyl)hexyl] phosphate",WSJYSDVJOUCAAL-RAMZQALMSA-L,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine ribonucleotides,Pyrimidine ribonucleoside diphosphates,This compound belongs to the class of organic compounds known as pyrimidine ribonucleoside diphosphates. These are pyrimidine ribonucleotides with diphosphate group  linked to the ribose moiety.
C41,273.24392,C25H44N9O18P3S,3,1346.559234,883.175,C25H44N9O18P3S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C42,200.04896,6-Methylcoumarin,2,3514.478356,160.0541,C10H8O2,FXFYOPQLGGEACP-UHFFFAOYSA-N,"InChI=1S/C10H8O2/c1-7-2-4-9-8(6-7)3-5-10(11)12-9/h2-6H,1H3",http://www.hmdb.ca/metabolites/HMDB0032394,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:563586,3AV __ 6-Methylcoumarin __ 6-methylcoumarin __ 6-methylchromen-2-one __ 6-Methyl-2h-Chromen-2-One __ 6-methyl-1-benzopyran-2-one,FXFYOPQLGGEACP-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,NA,Coumarins and derivatives,This compound belongs to the class of organic compounds known as coumarins and derivatives. These are polycyclic aromatic compounds containing a 1-benzopyran moiety with a ketone group at the C2 carbon atom (1-benzopyran-2-one).
C43,191.34328,UNPD182188,2,2012.063136,387.103,C15H21N3O7S,DIIQQFMUDRGICJ-GDQHASDFNA-N,NA,NA,NA,NA,NA,UNPD=UNPD182188,DIIQQFMUDRGICJ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C44,193.02092,Mompain,2,3087.864664,222.0217,C10H6O6,DBSNTEVHAJLWOY-UHFFFAOYSA-N,NA,NA,NA,NA,NA,KNApSAcK=C00049232 __ UNPD=UNPD80824,DBSNTEVHAJLWOY-UHFFFAOYSA-N,Organic compounds,Benzenoids,Naphthalenes,Naphthoquinones,Naphthoquinones,"This compound belongs to the class of organic compounds known as naphthoquinones. These are compounds containing a naphthohydroquinone moiety, which consists of a benzene ring linearly fused to a bezene-1,4-dione (quinone)."
C45,300.9005833,C21H37NO17P2,3,1253.044851,637.1522,C21H37NO17P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C46,312.965875,Fukugeside,2,7698.450638,718.17,C36H30O16,XUDCXSSDAZIAPT-VULKHPAANA-N,NA,NA,NA,NA,NA,KNApSAcK=C00006437 __ UNPD=UNPD102520;UNPD118;UNPD195236;UNPD27457,XUDCXSSDAZIAPT-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C47,318.0835,C10H40N11O13P5,3,1322.033707,677.1498,C10H40N11O13P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C48,246.86575,UNPD198189,2,3809.330723,464.1472,C21H24N2O10,MAWCJLLSYLMLHT-VTFOWCCLNA-N,NA,NA,NA,NA,NA,UNPD=UNPD198189,MAWCJLLSYLMLHT-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C49,23.25295652,"6-hydroxy-2-(4-nitrophenyl)-3,1-benzoxazin-4-one",2,893.1105589,284.0516,C14H8N2O5,WQJHISQILHXRNW-UHFFFAOYSA-N,"InChI=1S/C14H8N2O5/c17-10-5-6-12-11(7-10)14(18)21-13(15-12)8-1-3-9(4-2-8)16(19)20/h1-7,17H",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:121518,"6-hydroxy-2-(4-nitrophenyl)-3,1-benzoxazin-4-one __ 2-(4-nitrophenyl)-6-oxidanyl-3,1-benzoxazin-4-one",WQJHISQILHXRNW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzoxazines,NA,Benzoxazines,"This compound belongs to the class of organic compounds known as benzoxazines. These are organic compounds containing a benzene fused to an oxazine ring (a six-membered aliphatic ring with four carbon atoms, one oxygen atom, and one nitrogen atom)."
C50,404.5335652,C4HNO3S2,3,940.0220156,174.9389,C4HNO3S2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C51,281.9148696,Elloramycin C,2,2265.219549,646.188,C31H34O15,BYTSARCYBCNUGR-SRCXZHBNNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00017777 __ UNPD=UNPD89801,BYTSARCYBCNUGR-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C52,300.1429565,C20H45N25O16,3,2965.952943,891.3474,C20H45N25O16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C53,304.7384783,Epifisetinidol-(4beta->8)-epicatechin-(6->4beta)-epifisetinidol,2,1422.682848,834.2114,C45H38O16,VYURQCQMACPHRC-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0032006,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:10550,HMDB=HMDB0032006 __ KNApSAcK=C00002921;C00009150;C00009151;C00009152;C00009153 __ ChEBI=CHEBI:10550 __ FooDB=FDB008701;FDB008702;FDB008703;FDB008704 __ UNPD=UNPD10340;UNPD188831;UNPD191479;UNPD224;UNPD31549;UNPD31984;UNPD5720;UNPD72840,VYURQCQMACPHRC-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C54,318.77,UNPD58335,2,1052.699188,1130.313,C70H50O15,ASYHLFZNCVCHKG-AJCSTOIJNA-N,NA,NA,NA,NA,NA,UNPD=UNPD58335,ASYHLFZNCVCHKG-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C55,238.831087,UNPD93153,2,2839.641189,464.1044,C20H20N2O11,KLXJDVFEFZPIMN-XXCBQWOANA-N,NA,NA,NA,NA,NA,UNPD=UNPD93153;UNPD215943,KLXJDVFEFZPIMN-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C56,279.7137273,C13H40N12O13P2S3,3,1066.434439,730.1475,C13H40N12O13P2S3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C57,271.2970909,C21H37N6O18P3,3,1344.769311,754.1414,C21H37N6O18P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C58,306.355,4beta-(2-Aminoethylthio)catechin,2,1825.357192,365.0931,C17H19NO6S,RTWGDOBXVVOEQF-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0037475,NA,NA,NA,HMDB=HMDB0037475 __ FooDB=FDB016540;FDB016543 __ UNPD=UNPD107094;UNPD158623,RTWGDOBXVVOEQF-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C59,292.9269091,cudranian 1,2,1994.796242,554.1504,C28H26O12,DFSHKSZMUPLVMU-YQHHQJNGNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65687,ChEBI=CHEBI:65687,DFSHKSZMUPLVMU-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C60,312.6100909,"9,17-dioxo-1,2,3,4,10,19-hexanorandrostan-5-oate__1",2,4475.646445,238.1218,C13H18O4,PCCFNLPWOFTZPJ-RVBZMBCESA-M,"InChI=1S/C13H18O4/c1-13-7-6-10(14)8(2-5-12(16)17)9(13)3-4-11(13)15/h8-9H,2-7H2,1H3,(H,16,17)/p-1/t8-,9-,13-/m0/s1",NA,NA,https://pubchem.ncbi.nlm.nih.gov/compound/15944652#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63692,"HIP __ 9,17-dioxo-1,2,3,4,10,19-hexanorandrostan-5-oate __ 9,17-dioxo-1,2,3,4,10,19-hexanorandrostan-5-oate__1 __ 9,17-dioxo-1,2,3,4,10,19-hexanorandrostan-5-oic acid __ 3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate __ 3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-2,3,3a,4,6,7-hexahydroinden-4-yl]propanoate __ 3-[(3aS,4S,7aS)-1,5-diketo-7a-methyl-2,3,3a,4,6,7-hexahydroinden-4-yl]propionate __ 3-[(3aS,4S,7aS)-7a-methyl-1,5-bis(oxidanylidene)-2,3,3a,4,6,7-hexahydroinden-4-yl]propanoate",PCCFNLPWOFTZPJ-RVBZMBCESA-M,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Carbocyclic fatty acids,This compound belongs to the class of organic compounds known as carbocyclic fatty acids. These are fatty acids containing a carbocyclic ring .
C61,172.6174091,"GDP-4-amino-3,4,6-trideoxy-alpha-D-threo-hex-3-enopyranose(2-)",2,2533.925121,570.0881,C16H24N6O13P2,BUODSFMRSSLUIZ-PHNNSHKMNA-L,NA,NA,NA,https://pubchem.ncbi.nlm.nih.gov/compound/90658765#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:131636,ChEBI=CHEBI:131636;CHEBI:131954 __ PubChem=90658765,BUODSFMRSSLUIZ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C62,210.3034545,calcein__1,2,1634.096716,622.1389,C30H26N2O13,DEGAKNSWVGKMLS-UHFFFAOYSA-N,"InChI=1S/C30H26N2O13/c33-21-7-23-19(5-15(21)9-31(11-25(35)36)12-26(37)38)30(18-4-2-1-3-17(18)29(43)45-30)20-6-16(22(34)8-24(20)44-23)10-32(13-27(39)40)14-28(41)42/h1-8,33-34H,9-14H2,(H,35,36)(H,37,38)(H,39,40)(H,41,42)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:51903,"calcein__1 __ Oftasceine __ 2-[[7'-[[bis(carboxymethyl)amino]methyl]-3',6'-dihydroxy-3-keto-spiro[phthalan-1,9'-xanthene]-2'-yl]methyl-(carboxymethyl)amino]acetic acid __ 2-[[7'-[[bis(carboxymethyl)amino]methyl]-3',6'-dihydroxy-3-oxospiro[2-benzofuran-1,9'-xanthene]-2'-yl]methyl-(carboxymethyl)amino]acetic acid __ 2-[[7'-[[bis(carboxymethyl)amino]methyl]-3',6'-dihydroxy-3-oxo-2'-spiro[isobenzofuran-1,9'-xanthene]yl]methyl-(carboxymethyl)amino]acetic acid __ 2-[[7'-[[bis(carboxymethyl)amino]methyl]-3',6'-dihydroxy-3-oxo-spiro[isobenzofuran-1,9'-xanthene]-2'-yl]methyl-(carboxymethyl)amino]acetic acid __ 2-[[7'-[[bis(2-hydroxy-2-oxoethyl)amino]methyl]-3',6'-bis(oxidanyl)-3-oxidanylidene-spiro[2-benzofuran-1,9'-xanthene]-2'-yl]methyl-(2-hydroxy-2-oxoethyl)amino]ethanoic acid",DEGAKNSWVGKMLS-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Pentacarboxylic acids and derivatives,Pentacarboxylic acids and derivatives,This compound belongs to the class of organic compounds known as pentacarboxylic acids and derivatives. These are carboxylic acids containing exactly five carboxyl groups.
C63,241.2055909,C13H27N19O9P4,3,1772.557852,717.1192,C13H27N19O9P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C64,235.4218182,PASBN,2,1885.615202,292.0489,C14H13O5P,PWDTUFYQEUEVQD-UHFFFAOYNA-N,NA,NA,NA,NA,NA,DrugBank=DB03078,PWDTUFYQEUEVQD-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C65,260.0718636,Diazaphilonic acid;PF 1195,2,1487.806036,824.1467,C42H32O18,AVQJCGDWAMKGEN-UHFFFAOYNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00015361 __ UNPD=UNPD168765,AVQJCGDWAMKGEN-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C66,23.31247619,Isoswertisin 2''-acetate,2,1153.794569,488.1282,C24H24O11,JQUDPNSJXPBHNN-GECVQLCKNA-N,NA,NA,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPK12110975,NA,NA,KNApSAcK=C00006160 __ LipidMAPS=LMPK12110975 __ UNPD=UNPD125044,JQUDPNSJXPBHNN-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C67,270.6448571,"[3,4-dihydroxy-4-(1-oxo-1H-isochromen-3-yl)butoxy]sulfonic acid",2,1296.706557,330.0454,C13H14O8S,AEHLQUVFTFUVBH-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0130088,NA,NA,NA,HMDB=HMDB0130088,AEHLQUVFTFUVBH-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C68,335.2289524,Sinapyl alcohol,2,2667.666847,210.0932,C11H14O4,LZFOPEXOUVTGJS-ONEGZZNKSA-N,"InChI=1S/C11H14O4/c1-14-9-6-8(4-3-5-12)7-10(15-2)11(9)13/h3-4,6-7,12-13H,5H2,1-2H3/b4-3+",http://www.hmdb.ca/metabolites/HMDB0013070,NA,https://pubchem.ncbi.nlm.nih.gov/compound/5280507#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28813,"Sinapyl alcohol __ sinapyl alcohol __ Sinapyl-alcohol __ Sinapic alcohol __ Sinapoyl alcohol __ Sinapyl alcohol__1 __ Sinapyl alcohol(e) __ 4-Hydroxy-3,5-dimethoxycinnamyl alcohol __ 4-(3-hydroxy-1-propenyl)-2,6-dimethoxy-Phenol __ 4-(3-hydroxyprop-1-en-1-yl)-2,6-dimethoxyphenol __ 4-[(E)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenol __ 4-[(E)-3-hydroxyprop-1-enyl]-2,6-dimethoxy-phenol __ 2,6-dimethoxy-4-[(E)-3-oxidanylprop-1-enyl]phenol __ (E)-3-(4-hydroxy-3,5-dimethoxyphenyl)-2-Propen-1-ol",LZFOPEXOUVTGJS-ONEGZZNKSA-N,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,This compound belongs to the class of organic compounds known as methoxyphenols. These are compounds containing a methoxy group attached to the benzene ring of a phenol moiety.
C69,188.0626667,FMNH2,2,4258.750048,458.1106,C17H23N4O9P,YTNIXZGTHTVJBW-SCRDCRAPSA-N,"InChI=1S/C17H23N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,18,22-24H,5-6H2,1-2H3,(H2,27,28,29)(H2,19,20,25,26)/t11-,12+,14-/m0/s1",http://www.hmdb.ca/metabolites/HMDB0001142,NA,https://pubchem.ncbi.nlm.nih.gov/compound/44229161#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16048,"FMN __ FNR __ FMNH __ FMNH2 __ FMNH2__1 __ Reduced FMN __ Flavin Mononucleotide __ reduced flavin mononucleotide __ 1-Deoxy-1-(7,8-Dimethyl-2,4-Dioxo-3,4-Dihydro-2h-Benzo[g]pteridin-1-Id-10(5h)-Yl)-5-O-Phosphonato-D-Ribitol __ [(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate __ [(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxy-pentyl] dihydrogen phosphate __ [(2R,3S,4S)-5-(2,4-diketo-7,8-dimethyl-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxy-pentyl] dihydrogen phosphate __ [(2R,3S,4S)-5-[7,8-dimethyl-2,4-bis(oxidanylidene)-1,5-dihydrobenzo[g]pteridin-10-yl]-2,3,4-tris(oxidanyl)pentyl] dihydrogen phosphate",YTNIXZGTHTVJBW-SCRDCRAPSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Flavin nucleotides,NA,Flavin nucleotides,"This compound belongs to the class of organic compounds known as flavin nucleotides. These are nucleotides containing a flavin moiety. Flavin is a compound that contains the tricyclic isoalloxazine ring system, which bears 2 oxo groups at the 2- and 4-positions."
C70,194.7152857,C16H33N4O19P3,3,2925.202092,678.0958,C16H33N4O19P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C71,232.2035238,UNPD212396,2,3379.798849,456.092,C16H24O13S,QDAWOIKUWDZURL-CLTNYIICSA-N,NA,NA,NA,NA,NA,UNPD=UNPD212396,QDAWOIKUWDZURL-CLTNYIICSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,This compound belongs to the class of organic compounds known as terpene glycosides. These are prenol lipids containing a carbohydrate moiety glycosidically bound to a terpene backbone.
C72,253.1856667,Genipic acid,2,3177.277455,184.0744,C9H12O4,KWBASGHXHPTPGU-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0036072,NA,NA,NA,HMDB=HMDB0036072 __ KNApSAcK=C00010562 __ FooDB=FDB014903 __ UNPD=UNPD144555,KWBASGHXHPTPGU-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C73,23.164,Fibrostatin C;P 23924C,2,754.128475,409.0911,C18H19NO8S,PBMJDDQAEYEYKK-LDGXTIHJNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00017633 __ UNPD=UNPD33528,PBMJDDQAEYEYKK-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C74,23.15325,C25H38N6O12P2S2,3,817.9193557,740.1476,C25H38N6O12P2S2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
